MonthlyHours,TariffRate,City_Ratnagiri,City_New Delhi,City_Nagpur,City_Ahmedabad,City_Pune,City_Kolkata,City_Dahej,City_Navi Mumbai,City_Faridabad,City_Shimla,City_Gurgaon,City_Vadodara,City_Hyderabad,City_Noida,City_Chennai,City_Mumbai
348,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
606,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
521,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
671,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
756,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
740,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
516,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
573,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
286,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
702,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
301,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
424,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
362,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
779,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
714,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
665,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
495,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
494,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
508,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
669,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
694,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
497,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
582,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
717,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
383,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
520,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
501,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
381,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
562,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
715,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
551,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
585,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
626,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
524,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
598,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
666,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
633,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
617,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
662,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
620,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
400,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
604,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
606,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
547,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
588,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
472,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
594,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
471,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
562,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
620,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
517,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
632,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
496,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
602,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
550,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
532,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
688,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
613,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
512,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
410,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
559,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
619,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
632,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
791,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
710,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
476,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
531,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
653,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
624,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
606,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
519,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
580,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
368,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
697,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
657,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
624,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
495,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
587,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
485,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
353,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
506,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
485,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
367,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
561,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
437,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
494,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
595,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
553,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
408,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
623,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
447,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
454,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
573,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
447,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
540,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
680,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
345,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
487,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
537,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
590,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
516,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
615,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
496,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
316,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
705,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
541,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
752,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
585,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
485,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
399,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
637,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
361,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
525,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
624,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
297,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
521,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
486,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
466,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
494,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
574,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
348,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
601,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
563,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
710,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
644,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
534,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
465,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
555,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
573,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
606,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
501,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
628,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
546,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
497,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
251,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
524,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
695,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
573,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
501,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
429,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
483,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
515,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
486,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
588,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
592,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
509,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
699,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
666,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
732,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
522,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
573,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
601,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
472,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
699,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
358,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
654,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
561,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
578,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
470,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
647,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
533,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
481,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
633,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
375,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
483,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
728,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
295,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
658,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
499,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
548,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
597,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
657,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
536,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
557,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
518,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
509,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
562,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
700,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
691,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
567,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
386,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
750,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
617,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
653,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
613,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
473,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
527,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
536,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
356,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
409,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
672,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
517,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
558,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
468,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
514,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
535,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
385,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
397,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
407,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
482,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
382,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
489,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
529,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
488,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
571,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
430,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
469,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
681,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
503,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
609,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
693,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
615,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
575,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
678,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
695,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
668,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
409,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
481,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
524,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
701,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
442,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
556,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
376,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
454,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
523,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
609,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
710,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
444,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
430,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
533,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
645,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
476,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
493,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
285,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
303,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
637,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
448,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
549,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
323,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
439,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
481,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
585,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
624,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
720,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
